"Bacteria","Country","Region","Code","Year","R_multi","DDD_sys_commun","per_cap_US","GDP_total","GDP_health","Out_pocket_exp","income_pc","rural_pop","HDR","ctrl_corrup","GOV_effect","rule_law","total_pop"
"Klebsiella pneumoniae","Germany","Western","DE",2008,0.072340425,13.4535,4636,45427.15168,10.16,14.1092062,43570,23.425,0.916,1.759812832,1.522835732,1.745705962,82110097
"Klebsiella pneumoniae","Denmark","Northern","DK",2008,0.045528455,15.0695,6138,64322.0635,9.51,14.11779821,60390,13.513,0.909,2.393063545,2.251271963,1.966503382,5493621
"Klebsiella pneumoniae","Estonia","Northern","EE",2008,0.01754386,10.4557,1039,18227.12008,5.75,20.72413415,15200,31.649,0.841,0.990575671,1.161840796,1.19912076,1337090
"Klebsiella pneumoniae","Greece","Southern","EL",2008,0.487300094,40.3944,2848,31997.28201,8.89,31.99404776,28660,24.432,0.857,0.13356024,0.58529228,0.862212479,11077841
"Klebsiella pneumoniae","Spain","Southern","ES",2008,0.042319749,15.7652,2968,35366.2596,8.29,21.01576924,32190,22.024,0.856,1.190226078,0.920346916,1.193508863,45954106
"Klebsiella pneumoniae","Finland","Northern","FI",2008,0.010714286,16.4782,4315,53554.03892,8.09,19.5440501,50070,16.701,0.904,2.337259531,2.050841331,1.922676086,5313399
"Klebsiella pneumoniae","France","Western","FR",2008,0.133014354,23.3297,4794,45334.11444,10.51,9.99231413,43460,22.132,0.869,1.407428026,1.582908034,1.507124543,64374984
"Klebsiella pneumoniae","Croatia","Southern","HR",2008,0.38170347,20.7704,1259,16309.43901,7.7,14.51390833,14270,45.181,0.805,-0.010580561,0.569998205,0.086383566,4309705
"Klebsiella pneumoniae","Hungary","Eastern","HU",2008,0.271232877,13.4216,1117,15753.47328,7.1,26.95135176,13230,32.057,0.818,0.471792012,0.707318962,0.92606169,10038188
"Klebsiella pneumoniae","Ireland","Northern","IE",2008,0.040133779,19.309,5616,61262.10056,9.1,11.86308861,50920,38.859,0.9,1.749867439,1.500238299,1.715703964,4489544
"Klebsiella pneumoniae","Iceland","Northern","IS",2008,0.041666667,18.4473,4946,56409.7731,8.59,15.96008539,50100,6.605,0.892,2.343693018,1.83180964,1.865285873,317414
"Klebsiella pneumoniae","Italy","Southern","IT",2008,0.217391304,23.5944,3490,40778.34274,8.56,21.33932561,37910,31.908,0.868,0.270140916,0.279626578,0.455116183,58826731
"Klebsiella pneumoniae","Lithuania","Northern","LT",2008,0.176470588,20.996,936.5,14961.56818,6.29,28.17394733,12660,33.152,0.831,0.139662281,0.616990626,0.72248292,3198231
"Klebsiella pneumoniae","Luxembourg","Western","LU",2008,0.019607843,22.9926,7548,114293.8433,6.54,10.06149203,88000,12.2,0.89,1.971971512,1.625626564,1.801214099,488650
"Klebsiella pneumoniae","Latvia","Northern","LV",2008,0.307692308,9.6946,913.5,16376.99836,5.63,37.30623424,13440,32.166,0.821,0.254886359,0.558495283,0.809207201,2177322
"Klebsiella pneumoniae","Malta","Southern","MT",2008,0,17.893,1751,21928.70067,7.96,32.99180269,19950,6.071,0.833,0.997960448,1.279612303,1.624920011,409379
"Klebsiella pneumoniae","Netherlands","Western","NL",2008,0.037117904,10.0085,5361,57644.47997,9.28,9.923715144,52670,14.598,0.906,2.11823535,1.696206212,1.761363387,16445593
"Klebsiella pneumoniae","Norway","Northern","NO",2008,0.005780347,15.2127,7768,96944.09561,7.96,15.65692127,87520,21.474,0.938,1.906426668,1.842090368,1.970246673,4768212
"Klebsiella pneumoniae","Poland","Eastern","PL",2008,0.210526316,17.414,892.6,14001.38156,6.37,24.43300337,11970,38.884,0.824,0.461351156,0.473243326,0.546503127,38125759
"Klebsiella pneumoniae","Portugal","Southern","PT",2008,0.089353612,18.99,2322,24847.54514,9.35,25.81731975,22590,40.641,0.814,1.070165277,1.085485101,1.020403624,10558177
"Klebsiella pneumoniae","Romania","Eastern","RO",2008,0.138747264,25.6692926370493,521.3,10435.04398,5.02,18.182154,8800,46.433,0.795,-0.14283666,-0.324172407,-0.013610071,20537875
"Klebsiella pneumoniae","Sweden","Northern","SE",2008,0.006906077,14.2216,4653,56152.55234,8.3,16.92032367,55480,15.254,0.901,2.227349281,1.956433296,1.931482196,9219637
"Klebsiella pneumoniae","Slovenia","Southern","SI",2008,0.191082803,12.6229,2171,27483.33695,7.85,12.63994575,24620,47.791,0.878,0.981918633,1.187827349,1.00898242,2021316
"Klebsiella pneumoniae","United Kingdom","Northern","UK",2008,0.045627376,14.9073,3606,47286.99849,7.65,9.436758608,48580,19.243,0.896,1.682486892,1.643774986,1.708198905,61806995
"Klebsiella pneumoniae","Austria","Western","AT",2009,0.020033389,13.6297,4909,47963.1794,10.23,18.05128604,49000,42.317,0.886,1.703024626,1.666579604,1.784890175,8343323
"Klebsiella pneumoniae","Belgium","Western","BE",2009,0.034482759,22.1649,4567,44583.54481,10.14,18.16453636,46840,2.397,0.899,1.460205913,1.571341515,1.384072661,10796493
"Klebsiella pneumoniae","Bulgaria","Eastern","BG",2009,0.389473684,15.9105,459.3,6984.965976,6.61,44.36734319,6670,28.037,0.774,-0.212567106,0.166158289,-0.038340408,7444443
"Klebsiella pneumoniae","Cyprus","Southern","CY",2009,0.169811321,29.1558,2105,32109.24251,6.47,49.9238044,32780,32.305,0.854,0.912045002,1.41832912,1.212835073,1098083
"Klebsiella pneumoniae","Czechia","Eastern","CZ",2009,0.351293103,16.6193,1442,19741.59763,7.29,15.05053937,18690,26.676,0.857,0.386209816,0.883240402,0.962592542,10443936
"Klebsiella pneumoniae","Germany","Western","DE",2009,0.072340425,13.7802,4643,41485.90165,11.14,13.91829103,43520,23.229,0.916,1.755257964,1.578987122,1.655951381,81902307
"Klebsiella pneumoniae","Denmark","Northern","DK",2009,0.068333333,15.0173,6222,58163.27688,10.67,13.68460506,60090,13.346,0.906,2.446495295,2.232205391,1.924757004,5523095
"Klebsiella pneumoniae","Estonia","Northern","EE",2009,0.089285714,9.7171,963,14794.97079,6.54,20.33495456,14620,31.777,0.838,1.007584095,1.009114146,1.131253362,1334515
"Klebsiella pneumoniae","Greece","Southern","EL",2009,0.525308642,34.5956,2816,29710.9703,9.47,29.30950224,29330,24.068,0.859,0.067469649,0.61948657,0.652814925,11107017
"Klebsiella pneumoniae","Spain","Southern","ES",2009,0.04784689,15.6735,2913,32042.47408,8.98,19.5030123,32460,21.79,0.858,1.062199712,0.945832193,1.162589192,46362946
"Klebsiella pneumoniae","Finland","Northern","FI",2009,0.005865103,16.5638,4180,47293.99283,8.88,19.38837022,48800,16.571,0.899,2.251192331,2.229058743,1.970258117,5338871
"Klebsiella pneumoniae","France","Western","FR",2009,0.152366864,24.4043,4724,41575.41875,11.3,10.14965624,43930,21.883,0.869,1.438242078,1.480974436,1.452676177,64707040
"Klebsiella pneumoniae","Hungary","Eastern","HU",2009,0.286931818,13.8559,943.7,13046.48101,7.25,26.26888156,13380,31.54,0.823,0.433832288,0.67319572,0.796490192,10022650
"Klebsiella pneumoniae","Ireland","Northern","IE",2009,0.051118211,17.7884,5481,52105.15248,10.49,12.70052791,46810,38.658,0.896,1.759451747,1.336170197,1.750501871,4535375
"Klebsiella pneumoniae","Iceland","Northern","IS",2009,0,17.1614,3693,41333.41853,8.87,16.6221723,41850,6.489,0.891,2.04151988,1.635218859,1.714270711,318499
"Klebsiella pneumoniae","Italy","Southern","IT",2009,0.131355932,23.7273,3324,37079.75867,8.98,20.66364437,37870,31.791,0.868,0.199060738,0.421652019,0.404739648,59095365
"Klebsiella pneumoniae","Lithuania","Northern","LT",2009,0.348484848,16.1981,864.7,11837.39103,7.36,26.81708038,12430,33.158,0.821,0.231553197,0.693558395,0.728031814,3162916
"Klebsiella pneumoniae","Luxembourg","Western","LU",2009,0.142857143,23.7525,7640,103198.6693,7.34,9.895283729,71220,11.822,0.885,1.973333359,1.747320056,1.827186227,497783
"Klebsiella pneumoniae","Latvia","Northern","LV",2009,0.23255814,9.3298,744.7,12257.21657,6.15,38.78267705,14040,32.186,0.819,0.226274058,0.623809874,0.814353228,2141669
"Klebsiella pneumoniae","Malta","Southern","MT",2009,0,18.6035,1677,20675.58259,8.08,32.45967627,19520,5.999,0.835,0.772958219,1.173995137,1.480706453,412477
"Klebsiella pneumoniae","Netherlands","Western","NL",2009,0.01055409,10.1139,5262,52514.02712,9.99,9.069506824,53670,13.712,0.906,2.13432312,1.739726305,1.814506173,16530388
"Klebsiella pneumoniae","Norway","Northern","NO",2009,0.015345269,14.8862,7302,79977.69708,9.06,15.25448412,87910,21.185,0.938,1.994785309,1.841374755,1.881072044,4828726
"Klebsiella pneumoniae","Poland","Eastern","PL",2009,0.15503876,20.0809,759.6,11527.53442,6.59,24.51955527,12530,38.996,0.828,0.445084333,0.531756818,0.62840575,38151603
"Klebsiella pneumoniae","Portugal","Southern","PT",2009,0.145833333,19.134,2279,23059.79745,9.88,24.60703701,22920,40.036,0.817,1.092931271,1.156264782,1.064921498,10568247
"Klebsiella pneumoniae","Romania","Eastern","RO",2009,0.117647059,9.6463,449.4,8548.118672,5.28,20.78450471,9220,46.302,0.798,-0.262549967,-0.359749705,0.045407757,20367487
"Klebsiella pneumoniae","Sweden","Northern","SE",2009,0.008559909,13.6945,4152,46946.96027,8.93,16.90623462,52470,15.098,0.899,2.253190994,2.045358896,1.965965271,9298515
"Klebsiella pneumoniae","Slovenia","Southern","SI",2009,0.216931217,11.9269,2117,24694.23056,8.56,12.77988851,24380,47.567,0.877,1.058565736,1.154733896,1.07542634,2039669
"Klebsiella pneumoniae","United Kingdom","Northern","UK",2009,0.030744337,15.1974,3274,38713.13743,8.48,9.372603148,44220,18.969,0.899,1.632727146,1.512003183,1.7389853,62276270
"Klebsiella pneumoniae","Austria","Western","AT",2010,0.018181818,13.1338,4796,46858.04327,10.22,18.60162616,49610,42.601,0.895,1.585461736,1.841762662,1.800300002,8363404
"Klebsiella pneumoniae","Belgium","Western","BE",2010,0.00952381,23.1055,4450,44141.87814,9.97,18.17270666,46950,2.349,0.903,1.527498484,1.575025916,1.393127918,10895586
"Klebsiella pneumoniae","Bulgaria","Eastern","BG",2010,0.443548387,15.8428,484.8,6809.898984,7.11,43.14134419,6940,27.698,0.779,-0.185103625,0.114835203,-0.069240548,7395599
"Klebsiella pneumoniae","Cyprus","Southern","CY",2010,0.149253731,26.2621,1959,31023.63833,6.28,40.94297886,32040,32.449,0.85,0.974873543,1.531830311,1.216248751,1112612
"Klebsiella pneumoniae","Czechia","Eastern","CZ",2010,0.358014646,16.0064,1374,19808.07109,6.93,15.25087506,19280,26.745,0.862,0.331638575,0.905217707,0.949479163,10474410
"Klebsiella pneumoniae","Germany","Western","DE",2010,0.075313807,13.3884,4597,41531.9342,11.01,14.04069811,44550,23.034,0.92,1.776269913,1.571171761,1.631237388,81776930
"Klebsiella pneumoniae","Denmark","Northern","DK",2010,0.053859964,15.8742,6012,58041.39844,10.33,14.38572407,61220,13.205,0.91,2.358993053,2.096789598,1.897532105,5547683
"Klebsiella pneumoniae","Estonia","Northern","EE",2010,0.158730159,9.811,926.5,14790.82122,6.33,21.91824913,14700,31.906,0.844,0.995167315,1.085700631,1.159708977,1331475
"Klebsiella pneumoniae","Greece","Southern","EL",2010,0.557888422,35.558,2574,26917.75898,9.56,28.12847197,27660,23.708,0.857,-0.057776872,0.556039333,0.630501211,11121341
"Klebsiella pneumoniae","Spain","Southern","ES",2010,0.047372954,16.194,2775,30502.71971,9.01,20.75950205,31880,21.558,0.865,1.084354401,0.994798839,1.188944459,46576897
"Klebsiella pneumoniae","Finland","Northern","FI",2010,0.013586957,17.0141,4100,46459.97325,8.88,19.96495873,49600,16.23,0.903,2.159788132,2.2293396,1.968725324,5363352
"Klebsiella pneumoniae","France","Western","FR",2010,0.146692862,23.2071,4593,40638.334,11.24,10.22069007,43850,21.631,0.872,1.466379523,1.430300951,1.519731045,65027507
"Klebsiella pneumoniae","Croatia","Southern","HR",2010,0.347826087,17.1814,1126,13923.62858,8.1,13.95677775,14070,44.845,0.811,0.059268434,0.622320652,0.201946497,4295427
"Klebsiella pneumoniae","Hungary","Eastern","HU",2010,0.379241517,13.6198,983.1,13113.52596,7.52,27.44554877,13190,31.089,0.826,0.365650147,0.666669607,0.780267775,10000023
"Klebsiella pneumoniae","Ireland","Northern","IE",2010,0.022082019,17.3857,5128,48715.17686,10.5,13.79563659,44880,38.458,0.89,1.688269019,1.349588037,1.768064141,4560155
"Klebsiella pneumoniae","Iceland","Northern","IS",2010,0,19.8185,3645,43024.92349,8.53,18.18674654,36250,6.426,0.892,1.942624211,1.585731506,1.713806868,318041
"Klebsiella pneumoniae","Italy","Southern","IT",2010,0.218795888,23.0233,3215,36000.52012,8.95,20.54892778,37850,31.673,0.871,0.126922861,0.44190973,0.430328697,59277417
"Klebsiella pneumoniae","Lithuania","Northern","LT",2010,0.325,14.411,805.2,11957.08421,6.82,27.59107947,12560,33.243,0.824,0.376731932,0.743253648,0.782363355,3097282
"Klebsiella pneumoniae","Luxembourg","Western","LU",2010,0.033898305,23.1935,7452,104965.3061,7.03,10.23235396,78220,11.453,0.893,2.046461344,1.721773505,1.85144341,506953
"Klebsiella pneumoniae","Latvia","Northern","LV",2010,0.483870968,9.9464,689.1,11348.40623,6.15,37.18564808,12580,32.159,0.817,0.228307128,0.708809972,0.787803769,2097555
"Klebsiella pneumoniae","Malta","Southern","MT",2010,0.052631579,18.0963,1734,21107.36443,8.21,33.02583098,20540,5.928,0.847,0.790017307,1.192727447,1.416975498,414508
"Klebsiella pneumoniae","Netherlands","Western","NL",2010,0.037617555,10.008,5187,50950.03434,10.16,9.095671028,53900,12.866,0.911,2.143759251,1.729365945,1.819352388,16615394
"Klebsiella pneumoniae","Norway","Northern","NO",2010,0.010683761,15.4061,7860,87693.79007,8.9,15.04647136,88560,20.898,0.942,2.085211277,1.878928065,1.897269487,4889252
"Klebsiella pneumoniae","Poland","Eastern","PL",2010,0.236180905,17.9982,809.2,12599.53358,6.42,23.86526614,12770,39.108,0.835,0.497079551,0.640948951,0.683574736,38042794
"Klebsiella pneumoniae","Portugal","Southern","PT",2010,0.194003527,18.612,2213,22498.69086,9.82,24.55263883,22960,39.433,0.822,1.090370893,1.010234594,1.05659771,10573100
"Klebsiella pneumoniae","Romania","Eastern","RO",2010,0.235294118,25.9402,472.2,8209.919456,5.77,19.63123679,8640,46.171,0.797,-0.226526499,-0.265529186,0.048213527,20246871
"Klebsiella pneumoniae","Sweden","Northern","SE",2010,0.008426966,13.7565,4437,52869.04429,8.48,16.94122553,54580,14.944,0.906,2.274586916,2.004213095,1.955096722,9378126
"Klebsiella pneumoniae","Slovenia","Southern","SI",2010,0.178571428,11.8137,2015,23509.54339,8.59,12.6401633,24540,47.342,0.881,0.922867894,1.02644074,1.008394241,2048583
"Klebsiella pneumoniae","United Kingdom","Northern","UK",2010,0.035663338,16.4634,3309,39435.8399,8.43,9.79340598,41650,18.698,0.905,1.604826927,1.568379402,1.764102578,62766365
"Klebsiella pneumoniae","Austria","Western","AT",2011,0.039490446,12.6683,5161,51374.95841,10.03,18.73956323,50590,42.885,0.897,1.43189621,1.617761374,1.801554561,8391643
"Klebsiella pneumoniae","Belgium","Western","BE",2011,0.056565656,23.6027,4856,47348.52502,10.14,18.17521751,46400,2.302,0.904,1.575072408,1.656355858,1.418425918,11038264
"Klebsiella pneumoniae","Bulgaria","Eastern","BG",2011,0.457627119,16.9587,555.9,7806.348652,7.13,44.46372688,7220,27.362,0.782,-0.220316142,0.110085554,-0.111741245,7348328
"Klebsiella pneumoniae","Cyprus","Southern","CY",2011,0.21686747,26.8634,2153,32396.38574,6.59,42.79902577,32550,32.594,0.853,0.866362035,1.563668251,1.07300961,1124833
"Klebsiella pneumoniae","Czechia","Eastern","CZ",2011,0.35809226,16.5068,1517,21717.45794,6.98,15.02145827,19420,26.815,0.865,0.341793329,0.930979669,1.036918283,10496088
"Klebsiella pneumoniae","Germany","Western","DE",2011,0.069498069,13.085,5022,46644.77603,10.72,14.05884922,47220,22.84,0.925,1.743272901,1.554961085,1.616170526,80274983
"Klebsiella pneumoniae","Denmark","Northern","DK",2011,0.048973144,16.689,6281,61753.64713,10.15,14.55079019,61990,13.043,0.922,2.404429197,2.101078987,1.922707915,5570572
"Klebsiella pneumoniae","Estonia","Northern","EE",2011,0.19047619,10.746,1015,17621.54744,5.82,21.55589908,16000,32.035,0.853,1.052501321,1.076736927,1.183797717,1327439
"Klebsiella pneumoniae","Greece","Southern","EL",2011,0.633742331,31.6285,2354,25916.29353,9.1,30.91951609,24930,23.351,0.853,-0.098818809,0.512197733,0.572887123,11104899
"Klebsiella pneumoniae","Spain","Southern","ES",2011,0.082969432,16.597,2895,31636.44631,9.08,21.11074477,30950,21.327,0.87,1.104123712,1.02723515,1.198051929,46742697
"Klebsiella pneumoniae","Finland","Northern","FI",2011,0.012376238,18.5545,4549,51081.99767,8.96,19.33733374,50150,15.687,0.907,2.198592424,2.241137981,1.949498773,5388272
"Klebsiella pneumoniae","France","Western","FR",2011,0.182149362,23.352,4933,43790.73205,11.2,10.22155136,44350,21.378,0.876,1.532393575,1.35914433,1.446996093,65342780
"Klebsiella pneumoniae","Croatia","Southern","HR",2011,0.305555556,16.5239,1132,14566.63847,7.79,12.05216944,14000,44.678,0.817,0.063671045,0.561252236,0.217892975,4280622
"Klebsiella pneumoniae","Hungary","Eastern","HU",2011,0.460431655,13.7978,1063,14150.96673,7.54,28.24357152,13170,30.642,0.823,0.399596125,0.674927473,0.764692008,9971727
"Klebsiella pneumoniae","Ireland","Northern","IE",2011,0.02970297,19.209,5563,51848.90973,10.69,13.9069587,41900,38.258,0.894,1.562962532,1.455905318,1.755929351,4580084
"Klebsiella pneumoniae","Iceland","Northern","IS",2011,0,19.8122,3867,47516.87469,8.25,18.47118735,37590,6.413,0.901,1.939585567,1.583260417,1.697877765,319014
"Klebsiella pneumoniae","Italy","Southern","IT",2011,0.331417625,23.0974,3388,38599.06221,8.83,22.02690393,37900,31.556,0.875,0.181863904,0.377540648,0.466513753,59379449
"Klebsiella pneumoniae","Lithuania","Northern","LT",2011,0.430656934,15.4814,925.5,14354.18838,6.5,28.22128236,13290,33.259,0.831,0.327106059,0.703799188,0.774957716,3028115
"Klebsiella pneumoniae","Luxembourg","Western","LU",2011,0.270833333,23.3347,7165,115761.5077,6.11,10.87945402,76260,11.094,0.892,2.159843683,1.748484015,1.833190441,518347
"Klebsiella pneumoniae","Latvia","Northern","LV",2011,0.333333333,10.7763,764.6,13832.39118,5.57,34.296754,13150,32.131,0.822,0.286647677,0.698138297,0.747023225,2059709
"Klebsiella pneumoniae","Malta","Southern","MT",2011,0.038461538,20.0757,1960,22858.58609,8.56,33.16239417,21440,5.859,0.848,0.766042888,1.195340633,1.286828995,416268
"Klebsiella pneumoniae","Netherlands","Western","NL",2011,0.043055556,10.1292,5555,54159.34661,10.23,9.482382983,54480,12.121,0.922,2.120604277,1.788898706,1.822073698,16693074
"Klebsiella pneumoniae","Norway","Northern","NO",2011,0.00802139,16.1062,8900,100600.5624,8.78,15.20982683,90420,20.545,0.943,2.149326324,1.837559104,1.873943806,4953088
"Klebsiella pneumoniae","Poland","Eastern","PL",2011,0.37295082,18.2179,866.1,13893.50926,6.23,23.96363318,12950,39.22,0.84,0.557022214,0.620748818,0.766173959,38063255
"Klebsiella pneumoniae","Portugal","Southern","PT",2011,0.208469055,19.2262,2208,23186.91313,9.53,26.30024552,22720,38.833,0.827,1.112963796,0.947194099,1.02385664,10557560
"Klebsiella pneumoniae","Romania","Eastern","RO",2011,0.3,26.4766,426.6,9104.995622,4.7,24.27583933,8660,46.04,0.798,-0.213255227,-0.328980565,0.056954619,20147528
"Klebsiella pneumoniae","Sweden","Northern","SE",2011,0.008988764,13.8858,6387,60755.75955,10.67,15.0433436,56570,14.703,0.906,2.196956873,1.96506381,1.941077232,9449213
"Klebsiella pneumoniae","Slovenia","Southern","SI",2011,0.198275862,11.8791,2145,25095.13263,8.57,12.19664216,24580,47.117,0.883,0.948806465,0.98951149,1.052851915,2052843
"Klebsiella pneumoniae","United Kingdom","Northern","UK",2011,0.020787746,16.5041,3502,42038.57225,8.38,9.883193672,41070,18.43,0.899,1.616091013,1.558900833,1.650690675,63258810
"Klebsiella pneumoniae","Austria","Western","AT",2012,0.039903265,12.1885,4966,48567.69529,10.2,18.67409199,50060,42.853,0.899,1.389730573,1.57587254,1.858178735,8429991
